,Date,Open,High,Low,Close,Volume,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA
69,20050413,193.2,195.0,188.3,191.15,11576,194.53,193.87,196.11,198.6,197.09,191.75,191.22,195.92,-195.92,197.09,191.32,,196.98,194.53
70,20050415,188.05,193.25,186.0,188.05,5734,193.77,193.49,195.2,198.43,196.79,192.75,191.22,195.1,-195.1,196.79,190.92,,196.28,193.94
71,20050418,182.25,188.0,182.25,187.95,9999,193.06,193.14,194.01,198.21,196.44,192.7,189.85,194.31,-194.31,196.44,190.24,,195.61,193.37
72,20050419,191.1,192.0,185.0,186.25,9291,192.2,192.69,192.71,197.91,196.01,191.85,189.85,193.55,-193.55,196.01,189.3,,194.97,192.72
73,20050420,187.1,191.0,183.0,188.9,11270,191.76,192.45,191.73,197.67,195.56,191.85,189.85,192.82,-192.82,195.56,188.61,,194.37,192.26
74,20050421,188.15,192.45,187.15,190.8,3493,191.6,192.34,191.12,197.46,195.06,191.02,189.02,192.13,-192.13,195.06,188.46,,193.83,191.95
75,20050422,192.0,205.0,192.0,200.55,168994,192.67,192.87,191.15,197.48,195.02,193.4,191.4,175.35,175.35,195.02,189.86,,193.37,192.3
76,20050425,197.65,201.0,196.0,196.5,15680,193.14,193.11,191.48,197.47,194.88,193.4,191.4,175.85,175.85,194.88,191.75,,192.94,192.4
77,20050426,201.0,201.0,195.0,198.1,25355,193.76,193.43,191.96,197.49,194.42,193.4,191.4,176.35,176.35,194.42,193.73,,192.54,192.61
78,20050427,195.0,200.8,187.35,196.55,17390,194.13,193.63,192.27,197.46,193.9,193.4,191.4,176.83,176.83,193.9,195.3,,192.23,192.74
79,20050428,195.7,199.0,194.6,197.05,14634,194.52,193.85,192.44,197.45,193.57,193.4,191.4,177.31,177.31,193.57,196.43,,192.02,192.95
80,20050429,194.75,196.45,189.65,191.15,10793,194.14,193.68,192.41,197.26,193.08,193.4,191.4,177.77,177.77,193.08,196.46,,191.88,192.79
81,20050502,190.0,199.95,186.2,187.35,7017,193.32,193.27,192.26,196.9,192.49,193.4,191.4,178.23,178.23,192.49,195.27,,191.8,192.42
82,20050503,190.0,192.0,186.0,191.05,3921,193.04,193.12,192.13,196.8,192.18,193.4,191.4,178.67,178.67,192.18,193.86,,191.78,192.33
83,20050504,190.7,195.0,190.7,192.9,4927,193.02,193.11,192.06,196.76,192.01,193.4,191.4,179.11,179.11,192.01,192.87,,191.79,192.38
84,20050505,197.9,198.0,194.0,195.75,7271,193.35,193.28,192.15,196.75,192.11,193.4,191.4,179.54,179.54,192.11,192.69,,191.84,192.62
85,20050506,195.0,197.8,191.5,195.4,7737,193.61,193.42,192.39,196.74,192.22,193.4,191.78,179.96,179.96,192.22,193.04,,191.93,192.83
86,20050509,197.0,198.0,195.0,196.8,8408,194.02,193.64,192.68,196.74,192.57,193.95,191.78,180.37,180.37,192.57,193.78,,192.08,193.12
87,20050510,199.5,199.6,197.0,198.25,10237,194.57,193.93,193.12,196.77,192.83,193.95,193.28,180.78,180.78,192.83,194.82,194.88,192.27,193.49
88,20050511,197.7,209.95,196.25,206.15,78150,196.06,194.72,193.82,197.12,193.39,196.75,196.08,181.17,181.17,193.39,196.84,196.99,192.54,194.35
89,20050512,207.25,212.5,207.1,208.95,44443,197.75,195.64,195.01,197.67,194.08,198.15,197.48,182.17,182.17,194.08,199.69,199.35,192.9,195.35
90,20050513,208.95,211.5,208.0,210.4,28461,199.46,196.59,196.31,198.04,194.51,198.88,198.2,183.78,183.78,194.51,202.87,201.66,193.28,196.41
91,20050516,209.95,215.5,209.95,212.3,53491,201.23,197.6,197.48,198.6,195.06,199.82,199.15,185.91,185.91,195.06,206.03,204.0,193.72,197.55
92,20050517,214.0,217.0,209.0,210.85,46990,202.65,198.46,198.5,199.04,195.58,199.82,199.15,188.55,188.55,195.58,208.61,205.77,194.21,198.57
93,20050518,209.5,215.9,207.0,213.55,39582,204.27,199.43,199.6,199.9,196.31,200.45,199.78,190.92,190.92,196.31,210.76,207.79,194.76,199.73
94,20050519,214.15,215.7,212.0,214.75,21912,205.87,200.42,200.95,200.8,197.06,201.05,200.38,193.64,193.64,197.06,212.58,209.73,195.36,200.92
95,20050520,214.15,215.05,211.65,212.45,8507,207.02,201.2,202.53,201.49,197.81,202.9,200.38,196.59,196.59,197.81,213.73,210.98,196.03,201.92
96,20050523,205.0,214.0,205.0,211.6,7592,207.94,201.87,204.13,202.06,198.53,203.82,202.72,199.13,199.13,198.53,214.19,211.89,196.79,202.81
97,20050524,212.0,212.0,209.0,209.85,4297,208.55,202.38,205.21,202.41,199.15,205.08,203.12,201.32,201.32,199.15,213.94,212.32,197.65,203.54
98,20050525,210.0,211.95,208.1,209.3,4619,209.01,202.83,205.85,202.67,199.69,205.08,203.12,203.2,203.2,199.69,213.21,212.56,198.57,204.19
99,20050526,200.0,209.95,200.0,207.1,5185,209.15,203.11,206.47,202.83,200.22,205.78,204.88,214.75,-214.75,200.22,212.04,212.34,199.55,204.67
100,20050527,207.0,215.0,207.0,208.65,32889,209.45,203.46,206.84,203.15,200.91,206.5,205.5,214.46,-214.46,200.91,210.9,212.38,200.56,205.21
101,20050530,209.0,216.9,205.0,206.3,8327,209.42,203.65,207.05,203.28,201.52,210.45,205.5,214.17,-214.17,201.52,209.71,211.96,201.57,205.56
102,20050531,207.0,207.0,204.2,205.2,4299,209.24,203.75,207.1,203.37,202.15,209.98,207.38,213.88,-213.88,202.15,208.45,211.36,202.58,205.8
103,20050601,209.0,209.0,205.0,205.45,6158,209.1,203.86,207.04,203.46,202.7,209.98,207.38,213.6,-213.6,202.7,207.32,210.84,203.54,206.01
104,20050602,208.45,208.45,202.45,203.65,7894,208.73,203.84,207.14,203.46,203.13,209.2,207.38,213.33,-213.33,203.13,206.2,210.04,204.4,206.07
105,20050603,202.35,205.75,201.5,204.15,10265,208.46,203.86,207.18,203.47,203.25,209.2,207.38,213.07,-213.07,203.25,205.25,209.4,205.16,206.14
106,20050606,208.0,210.0,206.0,207.25,18105,208.58,204.08,207.2,203.58,203.61,209.2,207.38,212.8,-212.8,203.61,204.9,209.38,205.86,206.4
107,20050607,207.05,209.45,204.0,208.15,9591,208.8,204.34,207.44,203.7,203.94,209.2,207.38,212.55,-212.55,203.94,205.14,209.5,206.48,206.69
108,20050608,208.0,226.0,208.0,223.35,207837,210.89,205.57,208.09,205.22,204.84,213.5,211.68,200.0,200.0,204.84,207.48,212.35,207.09,207.94
109,20050609,225.0,225.95,215.2,217.25,66907,212.0,206.32,208.91,205.77,205.51,213.5,211.68,200.47,200.47,205.51,210.42,213.71,207.64,208.74
110,20050610,218.0,223.0,215.05,217.75,55871,213.06,207.06,209.68,206.68,206.4,213.5,211.68,200.92,200.92,206.4,213.18,214.96,208.14,209.53
111,20050613,218.0,219.5,214.05,217.75,18508,214.01,207.75,210.29,207.8,207.41,213.5,211.68,201.37,201.37,207.41,215.4,216.03,208.57,210.26
112,20050614,221.0,221.0,216.0,216.4,21969,214.69,208.31,210.71,208.5,208.25,213.5,211.68,201.81,201.81,208.25,216.83,216.68,208.93,210.84
113,20050615,218.0,219.45,212.2,213.8,13790,214.96,208.66,210.95,208.81,208.95,213.5,212.42,202.24,202.24,208.95,217.28,216.75,209.24,211.2
114,20050616,215.8,215.8,207.35,208.25,11208,214.5,208.64,211.02,208.79,209.37,213.5,212.42,202.67,202.67,209.37,216.4,215.78,209.47,211.16
115,20050617,206.1,209.4,202.25,203.4,16755,213.47,208.3,210.84,208.71,209.63,213.38,212.42,223.35,-223.35,209.63,214.16,214.01,209.64,210.77
116,20050620,208.7,208.9,201.0,202.25,8836,212.38,207.91,210.46,208.63,209.82,212.8,212.18,222.93,-222.93,209.82,211.2,212.24,209.74,210.3
117,20050621,201.0,207.0,200.0,205.45,21258,211.79,207.75,210.02,208.59,210.06,212.8,211.68,222.05,-222.05,210.06,208.6,211.24,209.8,210.01
118,20050622,206.4,209.8,204.1,207.1,22883,211.44,207.71,209.69,208.58,210.09,212.8,211.68,220.73,-220.73,210.09,206.88,210.65,209.83,209.82
119,20050623,205.0,211.0,203.0,209.7,25182,211.45,207.84,209.56,208.59,210.11,212.8,211.68,219.48,-219.48,210.11,206.28,210.6,209.89,209.8
120,20050624,207.0,211.0,207.0,209.0,15470,211.36,207.91,209.61,208.59,210.07,212.8,211.68,218.32,-218.32,210.07,206.38,210.41,210.0,209.73
121,20050627,215.0,215.0,201.05,202.2,88147,210.43,207.54,209.71,208.46,209.73,212.77,211.68,217.22,-217.22,209.73,206.03,209.01,210.11,209.22
122,20050628,203.0,205.0,196.0,197.35,25304,208.97,206.89,209.64,208.15,209.28,207.55,206.88,216.18,-216.18,209.28,204.66,206.89,210.2,208.42
123,20050629,198.7,200.0,194.7,197.85,10238,207.71,206.3,209.48,207.8,208.76,207.55,206.22,214.57,-214.57,208.76,202.8,205.13,210.19,207.68
124,20050630,198.9,203.5,197.5,201.95,11480,207.07,206.02,209.2,207.65,208.33,207.55,206.22,212.58,-212.58,208.33,201.42,204.33,210.08,207.24
125,20050701,198.0,204.95,198.0,202.85,14920,206.61,205.82,208.28,207.56,208.01,206.88,205.55,210.79,-210.79,208.01,200.78,203.8,209.89,206.89
126,20050704,202.0,205.45,202.0,202.5,14223,206.14,205.6,207.26,207.47,207.71,205.58,204.25,209.18,-209.18,207.71,200.66,203.28,209.62,206.53
127,20050705,204.4,205.0,202.0,203.3,18695,205.82,205.45,206.22,207.41,207.49,203.52,202.2,207.74,-207.74,207.49,200.93,202.98,209.27,206.25
128,20050706,202.0,206.0,200.85,204.45,12221,205.67,205.39,205.28,207.38,207.33,203.52,202.2,206.43,-206.43,207.33,201.52,202.94,208.86,206.05
129,20050707,205.75,205.75,200.2,201.2,12689,205.13,205.12,204.7,207.31,207.13,203.52,202.2,205.26,-205.26,207.13,201.87,202.32,208.39,205.66
130,20050708,203.95,205.0,201.0,203.9,12097,204.98,205.04,204.17,207.27,206.97,203.52,202.2,204.45,-204.45,206.97,202.25,202.28,207.92,205.45
131,20050711,204.0,205.0,202.3,203.45,10660,204.78,204.94,203.77,207.24,206.88,203.52,202.2,203.9,-203.9,206.88,202.61,202.17,207.48,205.22
132,20050712,203.3,207.0,202.6,206.05,16919,204.93,205.01,203.61,207.24,206.9,203.52,202.2,194.7,194.7,206.9,203.22,202.56,207.06,205.17
133,20050713,206.0,211.9,206.0,210.9,20826,205.67,205.39,203.75,207.28,207.09,204.12,202.8,194.93,194.93,207.09,204.53,203.79,206.65,205.43
134,20050714,211.0,214.25,208.0,209.2,27850,206.13,205.64,203.99,207.3,207.27,204.12,202.8,195.57,195.57,207.27,206.02,204.57,206.24,205.56
135,20050715,207.95,213.9,207.95,210.4,22676,206.69,205.94,204.25,207.33,207.48,204.12,202.8,196.18,196.18,207.48,207.49,205.47,205.8,205.77
136,20050718,214.0,215.85,212.0,214.55,35563,207.72,206.5,204.52,207.43,207.72,206.2,204.62,196.77,196.77,207.72,209.24,207.02,205.4,206.22
137,20050719,216.8,216.8,210.0,211.05,24816,208.21,206.79,204.71,207.46,207.82,207.88,206.02,197.84,197.84,207.82,210.62,207.73,205.07,206.44
138,20050720,212.75,212.9,209.55,210.2,24128,208.54,207.01,204.94,207.54,207.38,207.88,206.28,198.84,198.84,207.38,211.4,208.21,204.84,206.59
139,20050721,212.0,214.5,209.0,210.35,28668,208.86,207.23,205.19,207.58,207.15,207.88,207.38,199.78,199.78,207.15,211.7,208.64,204.75,206.78
140,20050722,194.6,207.0,194.6,198.0,59783,207.6,206.63,205.2,207.15,206.49,206.28,204.58,214.55,-214.55,206.49,210.26,206.78,204.71,206.19
141,20050725,203.8,209.0,195.15,195.95,52871,206.21,205.94,205.0,206.59,205.77,205.25,204.58,214.15,-214.15,205.77,207.43,204.77,204.7,205.51
142,20050726,200.9,200.9,196.0,196.6,14419,205.02,205.34,204.71,206.15,205.11,205.25,204.58,213.76,-213.76,205.11,204.2,203.14,204.73,204.92
143,20050727,197.0,198.5,196.0,197.5,7147,204.06,204.83,204.64,205.85,204.56,205.25,204.58,213.38,-213.38,204.56,201.37,201.88,204.78,204.43
144,20050729,194.1,199.75,193.5,194.15,21022,202.78,204.14,204.49,205.5,204.09,204.35,204.02,213.0,-213.0,204.09,198.83,200.18,204.84,203.76
145,20050801,198.45,198.45,192.1,194.5,13985,201.66,203.52,204.24,205.3,203.8,204.35,203.32,212.22,-212.22,203.8,196.75,198.77,204.89,203.14
146,20050802,196.8,197.1,193.65,195.8,17083,200.82,203.02,203.95,205.17,203.58,204.35,203.32,211.01,-211.01,203.58,195.37,197.79,204.91,202.62
147,20050803,199.9,200.1,194.4,195.9,8296,200.07,202.56,203.55,204.97,203.26,204.35,203.32,209.88,-209.88,203.26,194.63,196.97,204.88,202.13
148,20050804,198.0,199.0,196.0,197.55,14723,199.61,202.24,203.23,204.81,202.94,204.35,203.32,208.81,-208.81,202.94,194.54,196.57,204.79,201.76
149,20050805,198.9,198.95,196.0,197.4,12157,199.17,201.93,202.91,204.59,202.53,204.35,203.32,207.81,-207.81,202.53,194.85,196.22,204.64,201.4
150,20050808,198.8,199.0,192.45,193.6,11135,198.31,201.39,202.43,204.18,202.02,202.32,201.58,206.87,-206.87,202.02,194.9,195.24,204.41,200.82
151,20050809,193.1,194.9,189.5,189.9,19559,197.07,200.65,201.66,203.75,201.61,200.12,199.92,205.98,-205.98,201.61,194.24,193.74,204.08,200.04
152,20050810,197.4,199.25,190.3,191.0,21089,196.1,200.03,200.72,203.56,201.4,200.12,199.92,204.66,-204.66,201.4,193.28,192.65,203.62,199.36
153,20050811,192.6,197.5,192.25,196.9,25698,195.96,199.83,199.81,203.52,201.37,193.95,193.75,203.45,-203.45,201.37,193.02,192.8,203.04,199.07
154,20050812,195.0,199.0,194.7,196.35,13310,195.78,199.6,198.86,203.43,201.18,193.73,193.52,202.33,-202.33,201.18,193.33,192.85,202.36,198.74
155,20050816,197.25,206.9,197.0,203.6,53166,196.52,199.86,198.14,203.43,201.21,196.75,196.55,189.5,189.5,201.21,194.79,194.24,201.66,198.9
156,20050817,205.0,219.65,205.0,216.2,150292,198.78,200.91,197.87,203.76,201.66,203.05,202.85,189.78,189.78,201.66,198.37,197.77,201.06,199.87
157,20050818,217.1,233.9,217.1,219.2,157661,201.2,202.09,198.24,204.23,202.19,204.55,204.35,190.84,190.84,202.19,203.38,201.42,200.59,201.0
158,20050819,219.0,225.4,218.0,219.7,45452,203.46,203.23,198.8,204.68,202.7,204.8,204.6,192.54,192.54,202.7,208.64,204.71,200.24,202.13
159,20050822,221.5,221.5,213.5,214.3,24815,204.82,203.94,199.5,204.9,203.14,204.8,204.6,194.71,194.71,203.14,212.65,206.61,200.0,202.87
160,20050823,211.0,213.55,206.1,208.95,21168,205.39,204.27,200.1,204.94,203.31,204.8,204.6,196.71,196.71,203.31,214.56,207.29,199.85,203.25
161,20050824,205.75,209.65,203.0,205.25,16735,205.44,204.33,200.51,204.94,203.37,204.8,204.6,198.55,198.55,203.37,214.4,207.2,199.78,203.38
162,20050825,206.0,208.7,205.55,207.4,9353,205.75,204.53,200.84,204.96,203.41,204.8,204.6,200.24,200.24,203.41,213.24,207.51,199.79,203.64
163,20050826,210.95,211.6,208.0,210.55,16776,206.43,204.92,201.17,204.98,203.4,204.8,204.6,201.8,201.8,203.4,212.16,208.33,199.89,204.1
164,20050829,210.0,219.4,205.05,216.45,41647,207.77,205.66,201.67,205.12,203.64,204.8,204.6,203.23,203.23,203.64,212.11,210.11,200.13,204.94
165,20050830,220.0,225.0,218.0,220.15,55280,209.44,206.6,202.53,205.35,203.97,205.58,205.23,204.55,204.55,203.97,213.27,212.33,200.53,206.0
166,20050831,221.0,221.0,216.5,220.4,24395,210.98,207.49,203.51,205.5,204.16,208.38,206.32,205.05,205.05,204.16,215.08,214.29,201.13,207.06
167,20050901,223.0,223.0,218.0,218.9,29291,212.18,208.22,204.78,205.68,204.42,208.38,207.55,206.89,206.89,204.42,216.81,215.71,201.95,208.01
168,20050902,224.0,224.9,216.05,217.2,16342,213.05,208.8,205.97,205.82,204.66,212.0,208.7,208.51,208.51,204.66,217.95,216.61,202.93,208.84
169,20050905,215.1,221.25,215.1,220.45,43507,214.23,209.55,207.13,206.06,204.99,212.85,211.72,209.94,209.94,204.99,218.9,217.97,204.07,209.86
170,20050906,222.9,224.9,220.0,223.45,41459,215.66,210.45,208.51,207.05,205.84,214.35,213.22,211.41,211.41,205.84,220.04,219.66,205.35,211.05
171,20050908,228.8,228.8,223.0,225.7,79816,217.23,211.43,209.97,208.38,206.83,215.48,214.35,213.34,213.34,206.83,221.51,221.52,206.65,212.33
172,20050909,224.5,229.0,221.0,224.25,47181,218.46,212.26,211.99,209.39,207.75,215.48,214.35,215.56,215.56,207.75,222.85,222.84,207.88,213.45
173,20050912,224.95,233.95,224.95,227.45,69422,219.95,213.24,214.31,210.63,208.75,216.35,215.22,217.39,217.39,208.75,224.26,224.54,209.06,214.72
174,20050913,229.95,231.0,222.55,224.2,43070,220.89,213.95,216.21,211.57,209.75,216.35,215.22,219.4,219.4,209.75,225.2,225.39,210.18,215.72
175,20050914,227.0,231.5,222.25,224.95,62252,221.82,214.66,217.49,212.51,210.77,217.42,216.25,221.01,221.01,210.77,225.73,226.23,211.28,216.7
176,20050915,225.05,228.95,225.0,225.55,21182,222.71,215.36,218.21,213.4,211.76,219.0,216.25,222.25,222.25,211.76,226.03,227.03,212.41,217.65
177,20050916,228.0,228.9,224.05,225.05,25730,223.45,215.99,218.98,214.17,212.73,221.95,216.25,222.25,222.25,212.73,226.13,227.59,213.57,218.51
178,20050919,229.8,230.0,225.9,229.45,39593,224.65,216.85,220.02,215.27,213.8,223.32,222.27,223.29,223.29,213.8,226.59,228.83,214.76,219.59
179,20050920,234.0,243.5,228.0,235.9,175392,226.52,218.08,221.39,217.08,215.08,226.55,225.5,224.05,224.05,215.08,228.08,231.04,215.98,221.02
180,20050921,236.0,254.75,232.0,241.0,201577,228.84,219.56,223.02,219.93,216.66,229.1,228.05,225.9,225.9,216.66,230.74,233.85,217.21,222.69
181,20050922,242.0,249.85,222.2,226.75,172304,229.14,220.03,224.08,220.4,217.89,229.1,228.05,241.0,-241.0,217.89,232.16,233.67,218.35,223.34
182,20050923,225.0,232.9,220.0,224.5,49743,229.11,220.31,224.81,220.64,219.0,230.72,228.05,241.0,-241.0,219.0,231.98,233.05,219.39,223.77
183,20050926,226.95,232.85,224.5,229.9,34006,229.74,220.93,225.25,221.18,220.1,232.22,230.5,240.16,-240.16,220.1,231.4,233.44,220.37,224.47
184,20050927,232.9,232.9,225.05,229.95,158259,230.3,221.51,225.51,221.7,221.22,232.6,230.5,239.35,-239.35,221.22,230.86,233.73,221.3,225.1
